"E_manip_small$starttime","E_manip_small$female","E_manip_small$religion","E_manip_small$age","E_manip_small$numHousehold","E_manip_small$married","E_manip_small$children","E_manip_small$childrenNum","E_manip_small$formalEdu","E_manip_small$formalEduYears","E_manip_small$job","E_manip_small$urban","covid_real","covid_immunity_self","covid_embezzle","covid_attack","covid_hotdrink","covid_trust","covid_approval","covid_takevaccine","covid_takeyes_why","I want to protect myself from having COVID-19 in the future","I want to protect my family/members of my household against having COVID-19 in the future","I want to protect my community against having COVID-19 in the future","Life won't go back to normal until most people are vaccinated","The NCDC / government recommends getting vaccines","It is free","Other_covidyes","covid_takeyes_why__99","covid_takeyes_why_12","covid_takeno_why","I would be concerned about the side effects from the vaccine","I would be concerned about getting infected with coronavirus from the vaccine","I'm not concerned about getting seriously ill from the virus","I don't think vaccines work very well","The coronavirus outbreak is not as serious as people say it is","I don't like needles","I'm allergic to vaccines","I won't have time to go get vaccinated","Religious / community leaders advising me not to take it","The virus is a hoax / does not exist","The vaccine has microchips/ tracking devices","Other_covidno","covid_takeno_why__99","covid_takeno_why_13","covid_takencdc","covid_takeprominent","vaccine_trust","vaccine_trust_1","vaccine_pay","vaccines_safe","vaccines_effective"
"12/1/2020 5:19","0","Muslim",23,25,0,0,NA,1,14,1,0,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2 3","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 5:29","0","Muslim",39,9,1,1,8,1,9,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Religious leaders","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 5:33","1","Christian",25,5,1,1,1,1,13,1,0,"Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","No/Disagree","No/Disagree"
"12/1/2020 5:34","1","Christian",27,3,0,0,NA,1,14,1,1,"Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","1 2","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 5:36","0","Christian",27,8,0,0,NA,1,14,1,1,"Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 5:37","0","Muslim",28,5,1,1,4,1,13,1,1,"Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 5:38","0","Christian",39,7,1,1,2,1,14,1,1,"Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","3","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","Yes/Agree","Yes/Agree","Family members and friends","","No/Disagree","Yes/Agree","Yes/Agree"
"12/1/2020 5:40","0","Muslim",30,9,0,0,NA,1,13,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 5:47","1","Muslim",37,5,1,1,3,1,14,1,1,"Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 6:05","0","Muslim",35,5,1,1,3,1,13,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2 3","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 6:07","1","Christian",38,6,1,1,4,1,13,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2 3","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"NCDC","","Yes/Agree","No/Disagree","Yes/Agree"
"12/1/2020 6:14","0","Muslim",53,7,1,1,6,1,13,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"NCDC","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 6:15","1","Muslim",27,10,1,1,4,0,NA,1,0,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","2","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","Yes/Agree","No/Disagree","Family members and friends","","No/Disagree","No/Disagree","No/Disagree"
"12/1/2020 6:17","0","Christian",37,5,1,1,3,1,13,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 6:18","1","Muslim",39,8,1,1,2,1,14,1,1,"Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Government officials","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 6:21","0","Christian",28,9,1,1,2,1,13,1,1,"Yes/Agree","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","No/Disagree","No/Disagree","Yes/Agree"
"12/1/2020 6:27","0","Christian",27,5,0,0,NA,1,14,1,1,"Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","1 3","Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","No/Disagree","Yes/Agree","Yes/Agree"
"12/1/2020 6:36","0","Muslim",28,9,0,0,NA,1,14,0,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2 3","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 6:50","0","Muslim",28,13,1,1,2,1,14,1,1,"Yes/Agree","Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 6:52","1","Muslim",23,23,1,1,2,1,14,1,0,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"NCDC","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 6:53","0","Muslim",35,12,0,0,NA,1,13,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 5","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 6:58","0","Christian",38,7,0,0,NA,1,14,0,1,"No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree",NA,"No/Disagree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 7:04","1","Muslim",35,5,1,1,3,1,14,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 7:20","0","Christian",40,12,0,0,NA,1,14,0,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","5","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Government officials","","Yes/Agree","No/Disagree","Yes/Agree"
"12/1/2020 7:25","1","Muslim",37,5,1,1,3,1,14,1,1,"Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 7:28","0","Christian",35,1,0,0,NA,1,14,1,1,"No/Disagree",NA,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","11","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","","Yes/Agree","Yes/Agree","Family members and friends","","No/Disagree","Yes/Agree","Yes/Agree"
"12/1/2020 7:31","1","Christian",24,8,0,0,NA,1,14,0,1,"No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","99","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","I'm already immune to the virus","No/Disagree","No/Disagree","Medical professionals like doctors","","No/Disagree","Yes/Agree","Yes/Agree"
"12/1/2020 7:37","0","Christian",40,8,1,1,4,1,13,1,0,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","No/Disagree"
"12/1/2020 7:40","1","Muslim",44,8,1,1,5,1,13,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Government officials","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 7:48","0","Christian",25,6,0,0,NA,1,13,1,1,"Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","2","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 7:55","1","Muslim",30,7,0,1,1,1,13,1,0,"No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"NCDC","","Yes/Agree","No/Disagree","Yes/Agree"
"12/1/2020 7:57","0","Christian",35,15,0,0,NA,1,14,0,1,"Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","3 5","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","No/Disagree","No/Disagree",NA,"","No/Disagree","Yes/Agree","Yes/Agree"
"12/1/2020 8:02","0","Christian",38,2,1,1,5,1,12,1,1,"Yes/Agree","Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 8:04","1","Christian",22,5,0,0,NA,1,14,0,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 4 5","Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Government officials","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 8:18","0","Muslim",32,15,1,0,NA,1,14,1,1,"Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","5","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","Yes/Agree","Yes/Agree","Medical professionals like doctors","","No/Disagree","Yes/Agree","Yes/Agree"
"12/1/2020 8:27","0","Muslim",57,23,1,1,21,1,14,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","No/Disagree","Yes/Agree"
"12/1/2020 8:35","1","Christian",35,4,1,1,2,1,14,1,1,"Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"NCDC","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 8:36","1","Christian",42,8,1,1,6,1,14,1,1,"Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","2","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Religious leaders","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 8:45","1","Muslim",24,7,0,0,NA,1,14,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 9:05","1","Muslim",35,10,1,1,8,1,10,1,0,"Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Family members and friends","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 9:08","0","Muslim",29,3,1,1,1,1,13,1,1,"Yes/Agree","No/Disagree",NA,"No/Disagree",NA,"Yes/Agree","Yes/Agree","Yes/Agree","1 5","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Government officials","","Yes/Agree","No/Disagree","Yes/Agree"
"12/1/2020 9:13","0","Muslim",31,6,0,0,NA,1,14,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","2","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","No/Disagree","Yes/Agree","Medical professionals like doctors","","No/Disagree","Yes/Agree","Yes/Agree"
"12/1/2020 9:13","1","Christian",35,2,0,0,NA,1,14,1,1,"Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","2 3","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 9:15","0","Christian",23,8,0,0,NA,1,14,0,1,NA,"No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","1 2","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","Yes/Agree","No/Disagree","Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 9:23","1","Muslim",45,6,1,1,6,1,14,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 9:28","1","Muslim",28,6,1,1,4,1,13,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2 3","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 9:45","1","Muslim",34,10,1,1,8,1,13,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2 3","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 9:47","0","Christian",55,8,1,1,6,1,7,1,1,"Yes/Agree","No/Disagree","No/Disagree",NA,"No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 9:48","0","Christian",21,5,0,0,NA,1,13,1,0,"No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","99","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","I don't believe there is coronavirus in Nigeria","No/Disagree","No/Disagree","Medical professionals like doctors","","No/Disagree","No/Disagree","Yes/Agree"
"12/1/2020 9:51","1","Christian",62,5,1,1,5,1,7,1,1,"Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree",NA,"Yes/Agree","No/Disagree",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 9:52","1","Christian",38,5,1,1,4,1,5,0,1,"Yes/Agree","Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 9:56","0","Christian",35,7,1,1,3,1,14,0,0,"Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"12/1/2020 10:31","0","Muslim",23,30,0,0,NA,1,14,0,1,"Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2 5","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","No/Disagree","Yes/Agree"
"12/1/2020 10:57","0","Muslim",32,5,1,1,3,1,13,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Government officials","","Yes/Agree","Yes/Agree","Yes/Agree"
